id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-38688,medium,"A login banner must be displayed immediately prior to, or as part of, graphical desktop environment login prompts.",An appropriate warning message reinforces policy awareness during the logon process and facilitates possible legal action against attackers.,None,SV-50489r3_rule,F-43637r2_fix,"To enable displaying a login warning banner in the GNOME Display Manager's login screen, run the following command: 

# gconftool-2 --direct \
--config-source xml:readwrite:/etc/gconf/gconf.xml.mandatory \
--type bool \
--set /apps/gdm/simple-greeter/banner_message_enable true

To display a banner, this setting must be enabled and then banner text must also be set.",C-46250r3_chk,"If the GConf2 package is not installed, this is not applicable.

To ensure a login warning banner is enabled, run the following: 

$ gconftool-2 --direct --config-source xml:readwrite:/etc/gconf/gconf.xml.mandatory --get /apps/gdm/simple-greeter/banner_message_enable

Search for the ""banner_message_enable"" schema. If properly configured, the ""default"" value should be ""true"". 
If it is not, this is a finding."
V-38687,low,The system must provide VPN connectivity for communications over untrusted networks.,Providing the ability for remote users or systems to initiate a secure VPN connection protects information when it is transmitted over a wide area network.,None,SV-50488r2_rule,F-43636r1_fix,"The Openswan package provides an implementation of IPsec and IKE, which permits the creation of secure tunnels over untrusted networks. The ""openswan"" package can be installed with the following command: 

# yum install openswan",C-46249r2_chk,"If the system does not communicate over untrusted networks, this is not applicable.

Run the following command to determine if the ""openswan"" package is installed: 

# rpm -q openswan


If the package is not installed, this is a finding."
V-38686,medium,"The systems local firewall must implement a deny-all, allow-by-exception policy for forwarded packets.","In ""iptables"" the default policy is applied only after all the applicable rules in the table are examined for a match. Setting the default policy to ""DROP"" implements proper design for a firewall, i.e., any packets which are not explicitly permitted should not be accepted.",None,SV-50487r1_rule,F-43635r1_fix,"To set the default policy to DROP (instead of ACCEPT) for the built-in FORWARD chain which processes packets that will be forwarded from one interface to another, add or correct the following line in ""/etc/sysconfig/iptables"": 

:FORWARD DROP [0:0]",C-46248r1_chk,"Run the following command to ensure the default ""FORWARD"" policy is ""DROP"": 

grep "":FORWARD"" /etc/sysconfig/iptables

The output must be the following: 

# grep "":FORWARD"" /etc/sysconfig/iptables
:FORWARD DROP [0:0]

If it is not, this is a finding."
V-38685,low,Temporary accounts must be provisioned with an expiration date.,"When temporary accounts are created, there is a risk they may remain in place and active after the need for them no longer exists. Account expiration greatly reduces the risk of accounts being misused or hijacked.",None,SV-50486r1_rule,F-43634r1_fix,"In the event temporary accounts are required, configure the system to terminate them after a documented time period. For every temporary account, run the following command to set an expiration date on it, substituting ""[USER]"" and ""[YYYY-MM-DD]"" appropriately: 

# chage -E [YYYY-MM-DD] [USER]

""[YYYY-MM-DD]"" indicates the documented expiration date for the account.",C-46247r1_chk,"For every temporary account, run the following command to obtain its account aging and expiration information: 

# chage -l [USER]

Verify each of these accounts has an expiration date set as documented. 
If any temporary accounts have no expiration date set or do not expire within a documented time frame, this is a finding."
V-38684,low,"The system must limit users to 10 simultaneous system logins, or a site-defined number, in accordance with operational requirements.",Limiting simultaneous user logins can insulate the system from denial of service problems caused by excessive logins. Automated login processes operating improperly or maliciously may result in an exceptional number of simultaneous login sessions.,None,SV-50485r2_rule,F-43633r1_fix,"Limiting the number of allowed users and sessions per user can limit risks related to denial of service attacks. This addresses concurrent sessions for a single account and does not address concurrent sessions by a single user via multiple accounts. To set the number of concurrent sessions per user add the following line in ""/etc/security/limits.conf"": 

* hard maxlogins 10

A documented site-defined number may be substituted for 10 in the above.",C-46246r2_chk,"Run the following command to ensure the ""maxlogins"" value is configured for all users on the system:

$ grep ""maxlogins"" /etc/security/limits.conf /etc/security/limits.d/*.conf

You should receive output similar to the following:

* hard maxlogins 10

If it is not similar, this is a finding. "
V-38683,low,All accounts on the system must have unique user or account names,Unique usernames allow for accountability on the system.,None,SV-50484r1_rule,F-43632r1_fix,"Change usernames, or delete accounts, so each has a unique name.",C-46245r1_chk,"Run the following command to check for duplicate account names: 

# pwck -rq

If there are no duplicate names, no line will be returned. 
If a line is returned, this is a finding."
V-38682,medium,The Bluetooth kernel module must be disabled.,"If Bluetooth functionality must be disabled, preventing the kernel from loading the kernel module provides an additional safeguard against its activation.",None,SV-50483r3_rule,F-43631r3_fix,"The kernel's module loading system can be configured to prevent loading of the Bluetooth module. Add the following to the appropriate ""/etc/modprobe.d"" configuration file to prevent the loading of the Bluetooth module: 

install net-pf-31 /bin/true
install bluetooth /bin/true",C-46244r3_chk,"If the system is configured to prevent the loading of the ""bluetooth"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"": 

$ grep -r bluetooth /etc/modprobe.conf /etc/modprobe.d

If the system is configured to prevent the loading of the ""net-pf-31"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"": 

$ grep -r net-pf-31 /etc/modprobe.conf /etc/modprobe.d

If no line is returned, this is a finding."
V-38681,low,All GIDs referenced in /etc/passwd must be defined in /etc/group,Inconsistency in GIDs between /etc/passwd and /etc/group could lead to a user having unintended rights.,None,SV-50482r2_rule,F-43630r1_fix,Add a group to the system for each GID referenced without a corresponding group.,C-46243r2_chk,"To ensure all GIDs referenced in /etc/passwd are defined in /etc/group, run the following command: 

# pwck -r | grep 'no group'

There should be no output. 
If there is output, this is a finding."
V-38680,medium,The audit system must identify staff members to receive notifications of audit log storage volume capacity issues.,"Email sent to the root account is typically aliased to the administrators of the system, who can take appropriate action.",None,SV-50481r1_rule,F-43629r1_fix,"The ""auditd"" service can be configured to send email to a designated account in certain situations. Add or correct the following line in ""/etc/audit/auditd.conf"" to ensure that administrators are notified via email for those situations: 

action_mail_acct = root",C-46241r1_chk,"Inspect ""/etc/audit/auditd.conf"" and locate the following line to determine if the system is configured to send email to an account when it needs to notify an administrator: 

action_mail_acct = root


If auditd is not configured to send emails per identified actions, this is a finding."
V-38607,high,The SSH daemon must be configured to use only the SSHv2 protocol.,SSH protocol version 1 suffers from design flaws that result in security vulnerabilities and should not be used.,None,SV-50408r1_rule,F-43555r1_fix,"Only SSH protocol version 2 connections should be permitted. The default setting in ""/etc/ssh/sshd_config"" is correct, and can be verified by ensuring that the following line appears: 

Protocol 2",C-46165r1_chk,"To check which SSH protocol version is allowed, run the following command: 

# grep Protocol /etc/ssh/sshd_config

If configured properly, output should be 

Protocol 2


If it is not, this is a finding."
V-38606,medium,The tftp-server package must not be installed unless required.,"Removing the ""tftp-server"" package decreases the risk of the accidental (or intentional) activation of tftp services.",None,SV-50407r2_rule,F-43554r1_fix,"The ""tftp-server"" package can be removed with the following command: 

# yum erase tftp-server",C-46164r1_chk,"Run the following command to determine if the ""tftp-server"" package is installed: 

# rpm -q tftp-server


If the package is installed, this is a finding."
V-38605,medium,The cron service must be running.,"Due to its usage for maintenance and security-supporting tasks, enabling the cron daemon is essential.",None,SV-50406r2_rule,F-43553r2_fix,"The ""crond"" service is used to execute commands at preconfigured times. It is required by almost all systems to perform necessary maintenance tasks, such as notifying root of system activity. The ""crond"" service can be enabled with the following commands: 

# chkconfig crond on
# service crond start",C-46163r1_chk,"Run the following command to determine the current status of the ""crond"" service: 

# service crond status

If the service is enabled, it should return the following: 

crond is running...


If the service is not running, this is a finding."
V-38604,medium,The ypbind service must not be running.,"Disabling the ""ypbind"" service ensures the system is not acting as a client in a NIS or NIS+ domain.",None,SV-50405r2_rule,F-43552r2_fix,"The ""ypbind"" service, which allows the system to act as a client in a NIS or NIS+ domain, should be disabled. The ""ypbind"" service can be disabled with the following commands: 

# chkconfig ypbind off
# service ypbind stop",C-46162r2_chk,"To check that the ""ypbind"" service is disabled in system boot configuration, run the following command: 

# chkconfig ""ypbind"" --list

Output should indicate the ""ypbind"" service has either not been installed, or has been disabled at all runlevels, as shown in the example below: 

# chkconfig ""ypbind"" --list
""ypbind"" 0:off 1:off 2:off 3:off 4:off 5:off 6:off

Run the following command to verify ""ypbind"" is disabled through current runtime configuration: 

# service ypbind status

If the service is disabled the command will return the following output: 

ypbind is stopped


If the service is running, this is a finding."
V-38603,medium,The ypserv package must not be installed.,"Removing the ""ypserv"" package decreases the risk of the accidental (or intentional) activation of NIS or NIS+ services.",None,SV-50404r1_rule,F-43551r1_fix,"The ""ypserv"" package can be uninstalled with the following command: 

# yum erase ypserv",C-46161r1_chk,"Run the following command to determine if the ""ypserv"" package is installed: 

# rpm -q ypserv


If the package is installed, this is a finding."
V-38602,high,The rlogind service must not be running.,"The rlogin service uses unencrypted network communications, which means that data from the login session, including passwords and all other information transmitted during the session, can be stolen by eavesdroppers on the network.",None,SV-50403r2_rule,F-43549r3_fix,"The ""rlogin"" service, which is available with the ""rsh-server"" package and runs as a service through xinetd, should be disabled. The ""rlogin"" service can be disabled with the following command: 

# chkconfig rlogin off",C-46158r3_chk," 
To check that the ""rlogin"" service is disabled in system boot configuration, run the following command:

# chkconfig ""rlogin"" --list

Output should indicate the ""rlogin"" service has either not been installed, or has been disabled, as shown in the example below:

# chkconfig ""rlogin"" --list
rlogin off
OR
error reading information on service rlogin: No such file or directory


If the service is running, this is a finding."
V-38601,medium,The system must not send ICMPv4 redirects from any interface.,Sending ICMP redirects permits the system to instruct other systems to update their routing information. The ability to send ICMP redirects is only appropriate for systems acting as routers.,None,SV-50402r2_rule,F-43548r1_fix,"To set the runtime status of the ""net.ipv4.conf.all.send_redirects"" kernel parameter, run the following command: 

# sysctl -w net.ipv4.conf.all.send_redirects=0

If this is not the system's default value, add the following line to ""/etc/sysctl.conf"": 

net.ipv4.conf.all.send_redirects = 0",C-46159r2_chk,"The status of the ""net.ipv4.conf.all.send_redirects"" kernel parameter can be queried by running the following command:

$ sysctl net.ipv4.conf.all.send_redirects

The output of the command should indicate a value of ""0"". If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in ""/etc/sysctl.conf"".

$ grep net.ipv4.conf.all.send_redirects /etc/sysctl.conf

If the correct value is not returned, this is a finding. "
V-38600,medium,The system must not send ICMPv4 redirects by default.,Sending ICMP redirects permits the system to instruct other systems to update their routing information. The ability to send ICMP redirects is only appropriate for systems acting as routers.,None,SV-50401r2_rule,F-43547r1_fix,"To set the runtime status of the ""net.ipv4.conf.default.send_redirects"" kernel parameter, run the following command: 

# sysctl -w net.ipv4.conf.default.send_redirects=0

If this is not the system's default value, add the following line to ""/etc/sysctl.conf"": 

net.ipv4.conf.default.send_redirects = 0",C-46157r2_chk,"The status of the ""net.ipv4.conf.default.send_redirects"" kernel parameter can be queried by running the following command:

$ sysctl net.ipv4.conf.default.send_redirects

The output of the command should indicate a value of ""0"". If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in ""/etc/sysctl.conf"".

$ grep net.ipv4.conf.default.send_redirects /etc/sysctl.conf

If the correct value is not returned, this is a finding. "
V-38449,medium,The /etc/gshadow file must have mode 0000.,The /etc/gshadow file contains group password hashes. Protection of this file is critical for system security.,None,SV-50249r1_rule,F-43394r1_fix,"To properly set the permissions of ""/etc/gshadow"", run the command: 

# chmod 0000 /etc/gshadow",C-46004r1_chk,"To check the permissions of ""/etc/gshadow"", run the command: 

$ ls -l /etc/gshadow

If properly configured, the output should indicate the following permissions: ""----------"" 
If it does not, this is a finding."
V-38448,medium,The /etc/gshadow file must be group-owned by root.,"The ""/etc/gshadow"" file contains group password hashes. Protection of this file is critical for system security.",None,SV-50248r1_rule,F-43393r1_fix,"To properly set the group owner of ""/etc/gshadow"", run the command: 

# chgrp root /etc/gshadow",C-46003r1_chk,"To check the group ownership of ""/etc/gshadow"", run the command: 

$ ls -l /etc/gshadow

If properly configured, the output should indicate the following group-owner. ""root"" 
If it does not, this is a finding."
V-38609,medium,The TFTP service must not be running.,"Disabling the ""tftp"" service ensures the system is not acting as a tftp server, which does not provide encryption or authentication.",None,SV-50410r2_rule,F-43557r4_fix,"The ""tftp"" service should be disabled. The ""tftp"" service can be disabled with the following command: 

# chkconfig tftp off",C-46166r2_chk,"To check that the ""tftp"" service is disabled in system boot configuration, run the following command:

# chkconfig ""tftp"" --list

Output should indicate the ""tftp"" service has either not been installed, or has been disabled, as shown in the example below:

# chkconfig ""tftp"" --list
tftp off
OR
error reading information on service tftp: No such file or directory


If the service is running, this is a finding."
V-51391,medium,A file integrity baseline must be created.,"For AIDE to be effective, an initial database of ""known-good"" information about files must be captured and it should be able to be verified against the installed files. ",None,SV-65601r1_rule,F-56189r1_fix,"Run the following command to generate a new database:

# /usr/sbin/aide --init

By default, the database will be written to the file ""/var/lib/aide/aide.db.new.gz"". Storing the database, the configuration file ""/etc/aide.conf"", and the binary ""/usr/sbin/aide"" (or hashes of these files), in a secure location (such as on read-only media) provides additional assurance about their integrity. The newly-generated database can be installed as follows:

# cp /var/lib/aide/aide.db.new.gz /var/lib/aide/aide.db.gz

To initiate a manual check, run the following command:

# /usr/sbin/aide --check

If this check produces any unexpected output, investigate. ",C-53727r1_chk,"To find the location of the AIDE database file, run the following command:

# grep DBDIR /etc/aide.conf

Using the defined values of the [DBDIR] and [database] variables, verify the existence of the AIDE database file:

# ls -l [DBDIR]/[database_file_name]

If there is no database file, this is a finding. "
V-38530,low,The audit system must be configured to audit all attempts to alter system time through /etc/localtime.,"Arbitrary changes to the system time can be used to obfuscate nefarious activities in log files, as well as to confuse network services that are highly dependent upon an accurate system time (such as sshd). All changes to the system time should be audited.",None,SV-50331r1_rule,F-43477r1_fix,"Add the following to ""/etc/audit/audit.rules"": 

-w /etc/localtime -p wa -k audit_time_rules

The -k option allows for the specification of a key in string form that can be used for better reporting capability through ausearch and aureport and should always be used.",C-46087r1_chk,"To determine if the system is configured to audit attempts to alter time via the /etc/localtime file, run the following command: 

# auditctl -l | grep ""watch=/etc/localtime""

If the system is configured to audit this activity, it will return a line. 
If the system is not configured to audit time changes, this is a finding."
V-38632,medium,The operating system must produce audit records containing sufficient information to establish what type of events occurred.,"Ensuring the ""auditd"" service is active ensures audit records generated by the kernel can be written to disk, or that appropriate actions will be taken if other obstacles exist.",None,SV-50433r2_rule,F-43581r2_fix,"The ""auditd"" service is an essential userspace component of the Linux Auditing System, as it is responsible for writing audit records to disk. The ""auditd"" service can be enabled with the following commands: 

# chkconfig auditd on
# service auditd start",C-46191r1_chk,"Run the following command to determine the current status of the ""auditd"" service: 

# service auditd status

If the service is enabled, it should return the following: 

auditd is running...


If the service is not running, this is a finding."
V-38579,medium,The system boot loader configuration file(s) must be owned by root.,Only root should be able to modify important boot parameters.,None,SV-50380r1_rule,F-43527r1_fix,"The file ""/etc/grub.conf"" should be owned by the ""root"" user to prevent destruction or modification of the file. To properly set the owner of ""/etc/grub.conf"", run the command: 

# chown root /etc/grub.conf",C-46137r1_chk,"To check the ownership of ""/etc/grub.conf"", run the command: 

$ ls -lL /etc/grub.conf

If properly configured, the output should indicate the following owner: ""root"" 
If it does not, this is a finding."
V-38578,low,The audit system must be configured to audit changes to the /etc/sudoers file.,"The actions taken by system administrators should be audited to keep a record of what was executed on the system, as well as, for accountability purposes.",None,SV-50379r1_rule,F-43526r1_fix,"At a minimum, the audit system should collect administrator actions for all users and root. Add the following to ""/etc/audit/audit.rules"": 

-w /etc/sudoers -p wa -k actions",C-46136r1_chk,"To verify that auditing is configured for system administrator actions, run the following command: 

# auditctl -l | grep ""watch=/etc/sudoers""


If there is no output, this is a finding."
V-38613,medium,The system must not permit root logins using remote access programs such as ssh.,Permitting direct root login reduces auditable information about who ran privileged commands on the system and also allows direct attack attempts on root's password.,None,SV-50414r1_rule,F-43561r1_fix,"The root user should never be allowed to log in to a system directly over a network. To disable root login via SSH, add or correct the following line in ""/etc/ssh/sshd_config"": 

PermitRootLogin no",C-46171r1_chk,"To determine how the SSH daemon's ""PermitRootLogin"" option is set, run the following command: 

# grep -i PermitRootLogin /etc/ssh/sshd_config

If a line indicating ""no"" is returned, then the required value is set. 
If the required value is not set, this is a finding."
V-38575,low,The audit system must be configured to audit user deletions of files and programs.,"Auditing file deletions will create an audit trail for files that are removed from the system. The audit trail could aid in system troubleshooting, as well as detecting malicious processes that attempt to delete log files to conceal their presence.",None,SV-50376r4_rule,F-43523r4_fix,"At a minimum, the audit system should collect file deletion events for all users and root. Add the following (or equivalent) to ""/etc/audit/audit.rules"", setting ARCH to either b32 or b64 as appropriate for your system: 

-a always,exit -F arch=ARCH -S rmdir -S unlink -S unlinkat -S rename -S renameat -F auid>=500 -F auid!=4294967295 -k delete
-a always,exit -F arch=ARCH -S rmdir -S unlink -S unlinkat -S rename -S renameat -F auid=0 -k delete

",C-46133r3_chk,"To determine if the system is configured to audit calls to the ""rmdir"" system call, run the following command:

$ sudo grep -w ""rmdir"" /etc/audit/audit.rules

If the system is configured to audit this activity, it will return a line. To determine if the system is configured to audit calls to the ""unlink"" system call, run the following command:

$ sudo grep -w ""unlink"" /etc/audit/audit.rules

If the system is configured to audit this activity, it will return a line. To determine if the system is configured to audit calls to the ""unlinkat"" system call, run the following command:

$ sudo grep -w ""unlinkat"" /etc/audit/audit.rules

If the system is configured to audit this activity, it will return a line. To determine if the system is configured to audit calls to the ""rename"" system call, run the following command:

$ sudo grep -w ""rename"" /etc/audit/audit.rules

If the system is configured to audit this activity, it will return a line. To determine if the system is configured to audit calls to the ""renameat"" system call, run the following command:

$ sudo grep -w ""renameat"" /etc/audit/audit.rules

If the system is configured to audit this activity, it will return a line.

If no line is returned, this is a finding. "
V-38574,medium,The system must use a FIPS 140-2 approved cryptographic hashing algorithm for generating account password hashes (system-auth).,Using a stronger hashing algorithm makes password cracking attacks more difficult.,None,SV-50375r2_rule,F-43522r2_fix,"In ""/etc/pam.d/system-auth"" and ""/etc/pam.d/system-auth-ac"", among potentially other files, the ""password"" section of the files control which PAM modules execute during a password change. Set the ""pam_unix.so"" module in the ""password"" section to include the argument ""sha512"", as shown below: 

password sufficient pam_unix.so sha512 [other arguments...]

This will help ensure when local users change their passwords, hashes for the new passwords will be generated using the SHA-512 algorithm. This is the default.

Note that any updates made to ""/etc/pam.d/system-auth"" will be overwritten by the ""authconfig"" program.  The ""authconfig"" program should not be used.",C-46132r3_chk,"Inspect the ""password"" section of ""/etc/pam.d/system-auth"", ""/etc/pam.d/system-auth-ac"", and other files in ""/etc/pam.d"" and ensure that the ""pam_unix.so"" module includes the argument ""sha512"".

$ grep password /etc/pam.d/* | grep pam_unix.so | grep sha512

If it does not, this is a finding."
V-38577,medium,The system must use a FIPS 140-2 approved cryptographic hashing algorithm for generating account password hashes (libuser.conf).,Using a stronger hashing algorithm makes password cracking attacks more difficult.,None,SV-50378r1_rule,F-43525r1_fix,"In ""/etc/libuser.conf"", add or correct the following line in its ""[defaults]"" section to ensure the system will use the SHA-512 algorithm for password hashing: 

crypt_style = sha512",C-46135r1_chk,"Inspect ""/etc/libuser.conf"" and ensure the following line appears in the ""[default]"" section: 

crypt_style = sha512


If it does not, this is a finding."
V-38576,medium,The system must use a FIPS 140-2 approved cryptographic hashing algorithm for generating account password hashes (login.defs).,Using a stronger hashing algorithm makes password cracking attacks more difficult.,None,SV-50377r1_rule,F-43524r1_fix,"In ""/etc/login.defs"", add or correct the following line to ensure the system will use SHA-512 as the hashing algorithm: 

ENCRYPT_METHOD SHA512",C-46134r1_chk,"Inspect ""/etc/login.defs"" and ensure the following line appears: 

ENCRYPT_METHOD SHA512


If it does not, this is a finding."
V-38571,low,The system must require passwords to contain at least one lowercase alphabetic character.,Requiring a minimum number of lowercase characters makes password guessing attacks more difficult by ensuring a larger search space.,None,SV-50372r1_rule,F-43519r1_fix,"The pam_cracklib module's ""lcredit="" parameter controls requirements for usage of lowercase letters in a password. When set to a negative number, any password will be required to contain that many lowercase characters. When set to a positive number, pam_cracklib will grant +1 additional length credit for each lowercase character. Add ""lcredit=-1"" after pam_cracklib.so to require use of a lowercase character in passwords.",C-46129r1_chk,"To check how many lowercase characters are required in a password, run the following command: 

$ grep pam_cracklib /etc/pam.d/system-auth

The ""lcredit"" parameter (as a negative number) will indicate how many special characters are required. The DoD requires at least one lowercase character in a password. This would appear as ""lcredit=-1"". 
If lcredit is not found or not set to the required value, this is a finding."
V-38489,medium,A file integrity tool must be installed.,The AIDE package must be installed if it is to be available for integrity checking.,None,SV-50290r1_rule,F-43436r1_fix,"Install the AIDE package with the command: 

# yum install aide",C-46046r1_chk,"If another file integrity tool is installed, this is not a finding.

Run the following command to determine if the ""aide"" package is installed: 

# rpm -q aide


If the package is not installed, this is a finding."
V-38573,medium,The system must disable accounts after three consecutive unsuccessful logon attempts.,Locking out user accounts after a number of incorrect attempts prevents direct password guessing attacks.,None,SV-50374r4_rule,F-43521r8_fix,"To configure the system to lock out accounts after a number of incorrect logon attempts using ""pam_faillock.so"", modify the content of both ""/etc/pam.d/system-auth"" and ""/etc/pam.d/password-auth"" as follows: 

Add the following line immediately before the ""pam_unix.so"" statement in the ""AUTH"" section: 

auth required pam_faillock.so preauth silent deny=3 unlock_time=604800 fail_interval=900

Add the following line immediately after the ""pam_unix.so"" statement in the ""AUTH"" section: 

auth [default=die] pam_faillock.so authfail deny=3 unlock_time=604800 fail_interval=900

Add the following line immediately before the ""pam_unix.so"" statement in the ""ACCOUNT"" section: 

account required pam_faillock.so

Note that any updates made to ""/etc/pam.d/system-auth"" and ""/etc/pam.d/password-auth"" may be overwritten by the ""authconfig"" program.  The ""authconfig"" program should not be used.",C-46131r4_chk,"To ensure the failed password attempt policy is configured correctly, run the following command: 

# grep pam_faillock /etc/pam.d/system-auth /etc/pam.d/password-auth

The output should show ""deny=3"" for both files. 
If that is not the case, this is a finding."
V-38572,low,The system must require at least four characters be changed between the old and new passwords during a password change.,"Requiring a minimum number of different characters during password changes ensures that newly changed passwords should not resemble previously compromised ones. Note that passwords which are changed on compromised systems will still be compromised, however.",None,SV-50373r1_rule,F-43520r1_fix,"The pam_cracklib module's ""difok"" parameter controls requirements for usage of different characters during a password change. Add ""difok=[NUM]"" after pam_cracklib.so to require differing characters when changing passwords, substituting [NUM] appropriately. The DoD requirement is 4.",C-46130r1_chk,"To check how many characters must differ during a password change, run the following command: 

$ grep pam_cracklib /etc/pam.d/system-auth

The ""difok"" parameter will indicate how many characters must differ. The DoD requires four characters differ during a password change. This would appear as ""difok=4"". 
If difok is not found or not set to the required value, this is a finding."
V-38698,medium,The operating system must employ automated mechanisms to detect the presence of unauthorized software on organizational information systems and notify designated organizational officials in accordance with the organization defined frequency.,"By default, AIDE does not install itself for periodic execution. Periodically running AIDE may reveal unexpected changes in installed files.",None,SV-50499r2_rule,F-43647r1_fix,"AIDE should be executed on a periodic basis to check for changes. To implement a daily execution of AIDE at 4:05am using cron, add the following line to /etc/crontab: 

05 4 * * * root /usr/sbin/aide --check

AIDE can be executed periodically through other means; this is merely one example.",C-46261r2_chk,"To determine that periodic AIDE execution has been scheduled, run the following command: 

# grep aide /etc/crontab /etc/cron.*/*

If there is no output, this is a finding."
V-38699,low,All public directories must be owned by a system account.,Allowing a user account to own a world-writable directory is undesirable because it allows the owner of that directory to remove or replace any files that may be placed in the directory by other users.,None,SV-50500r2_rule,F-43648r1_fix,"All directories in local partitions which are world-writable should be owned by root or another system account. If any world-writable directories are not owned by a system account, this should be investigated. Following this, the files should be deleted or assigned to an appropriate group.",C-46260r3_chk,"The following command will discover and print world-writable directories that are not owned by a system account, given the assumption that only system accounts have a uid lower than 500. Run it once for each local partition [PART]: 

# find [PART] -xdev -type d -perm -0002 -uid +499 -print


If there is output, this is a finding."
V-38519,medium,All rsyslog-generated log files must be group-owned by root.,"The log files generated by rsyslog contain valuable information regarding system configuration, user authentication, and other such information. Log files should be protected from unauthorized access.",None,SV-50320r2_rule,F-43466r1_fix,"The group-owner of all log files written by ""rsyslog"" should be root. These log files are determined by the second part of each Rule line in ""/etc/rsyslog.conf"" and typically all appear in ""/var/log"". For each log file [LOGFILE] referenced in ""/etc/rsyslog.conf"", run the following command to inspect the file's group owner:

$ ls -l [LOGFILE]

If the owner is not ""root"", run the following command to correct this:

# chgrp root [LOGFILE]",C-46076r2_chk,"The group-owner of all log files written by ""rsyslog"" should be root. These log files are determined by the second part of each Rule line in ""/etc/rsyslog.conf"" and typically all appear in ""/var/log"". To see the group-owner of a given log file, run the following command:

$ ls -l [LOGFILE]

Some log files referenced in /etc/rsyslog.conf may be created by other programs and may require exclusion from consideration.

If the group-owner is not root, this is a finding."
V-38518,medium,All rsyslog-generated log files must be owned by root.,"The log files generated by rsyslog contain valuable information regarding system configuration, user authentication, and other such information. Log files should be protected from unauthorized access.",None,SV-50319r2_rule,F-43465r1_fix,"The owner of all log files written by ""rsyslog"" should be root. These log files are determined by the second part of each Rule line in ""/etc/rsyslog.conf"" typically all appear in ""/var/log"". For each log file [LOGFILE] referenced in ""/etc/rsyslog.conf"", run the following command to inspect the file's owner:

$ ls -l [LOGFILE]

If the owner is not ""root"", run the following command to correct this:

# chown root [LOGFILE]",C-46075r2_chk,"The owner of all log files written by ""rsyslog"" should be root. These log files are determined by the second part of each Rule line in ""/etc/rsyslog.conf"" and typically all appear in ""/var/log"". To see the owner of a given log file, run the following command:

$ ls -l [LOGFILE]

Some log files referenced in /etc/rsyslog.conf may be created by other programs and may require exclusion from consideration. 

If the owner is not root, this is a finding. "
V-38517,medium,The Transparent Inter-Process Communication (TIPC) protocol must be disabled unless required.,Disabling TIPC protects the system against exploitation of any flaws in its implementation.,None,SV-50318r3_rule,F-43464r3_fix,"The Transparent Inter-Process Communication (TIPC) protocol is designed to provide communications between nodes in a cluster. To configure the system to prevent the ""tipc"" kernel module from being loaded, add the following line to a file in the directory ""/etc/modprobe.d"": 

install tipc /bin/true",C-46074r3_chk,"If the system is configured to prevent the loading of the ""tipc"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"": 

$ grep -r tipc /etc/modprobe.conf /etc/modprobe.d

If no line is returned, this is a finding."
V-38516,low,The Reliable Datagram Sockets (RDS) protocol must be disabled unless required.,Disabling RDS protects the system against exploitation of any flaws in its implementation.,None,SV-50317r3_rule,F-43463r4_fix,"The Reliable Datagram Sockets (RDS) protocol is a transport layer protocol designed to provide reliable high-bandwidth, low-latency communications between nodes in a cluster. To configure the system to prevent the ""rds"" kernel module from being loaded, add the following line to a file in the directory ""/etc/modprobe.d"": 

install rds /bin/true",C-46073r3_chk,"If the system is configured to prevent the loading of the ""rds"" kernel module, it will contain lines inside any file in ""/etc/modprobe.d"" or the deprecated ""/etc/modprobe.conf"". These lines instruct the module loading system to run another program (such as ""/bin/true"") upon a module ""install"" event. Run the following command to search for such lines in all files in ""/etc/modprobe.d"" and the deprecated ""/etc/modprobe.conf"": 

$ grep -r rds /etc/modprobe.conf /etc/modprobe.d

If no line is returned, this is a finding."
